Source,Target,Category,Kind,Subcategory Name,Elements of Subcategory,Specific Text from Privacy Policy
Entities within our corporate group,Reviews,User-Generated Content,Information You Provide,Textual Content,Reviews,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Content Metadata,User-Generated Content,Information You Provide,Content Metadata,"When, where, and by whom the content was created","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Clipboard Text,User-Generated Content,Information You Provide,Clipboard Content,Text from device's clipboard,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Clipboard Images,User-Generated Content,Information You Provide,Clipboard Content,Images from device's clipboard,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Clipboard Videos,User-Generated Content,Information You Provide,Clipboard Content,Videos from device's clipboard,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Location Tags in Content,Location Data,Information You Provide,Location Tags in Content,Tagged locations in posts,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Direct Message Content,Communication Data,Information You Provide,Direct Messages,Content of the message,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Direct Message Metadata,Communication Data,Information You Provide,Direct Messages,"Time sent, received, read; participants","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Merchant Communications,Communication Data,Information You Provide,Merchant Communications,Messages with merchants,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Virtual Assistant Interactions,Communication Data,Information You Provide,Merchant Communications,Interactions with virtual assistants during purchases,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Names from Phone Book,Contact Information,Information You Provide,Device Contacts,Names from your device’s phone book,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Phone Numbers from Phone Book,Contact Information,Information You Provide,Device Contacts,Phone numbers from your device’s phone book,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Email Addresses from Phone Book,Contact Information,Information You Provide,Device Contacts,Email addresses from your device’s phone book,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Your Social Network Public Profile Information,Contact Information,Information You Provide,Social Network Contacts,Your public profile information from social networks,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Names of Social Network Contacts,Contact Information,Information You Provide,Social Network Contacts,Names of your social network contacts,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Profiles of Social Network Contacts,Contact Information,Information You Provide,Social Network Contacts,Profiles of your social network contacts,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Contacts Provided by Others,Contact Information,Information You Provide,Contacts Provided by Others,Your contact information synced by other users,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Payment Card Information,Transaction and Financial Information,Information You Provide,Payment Information,Payment card details,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Billing Information,Transaction and Financial Information,Information You Provide,Payment Information,Billing information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Delivery Information,Transaction and Financial Information,Information You Provide,Delivery Information,Delivery information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Contact Information (Purchases),Transaction and Financial Information,Information You Provide,Purchase Details,Contact information for purchases,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Items Purchased,Transaction and Financial Information,Information You Provide,Purchase Details,Items you purchased,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Survey Responses,User-Generated Content,Information You Provide,User Participation Data,Responses to surveys,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Research Participation Data,User-Generated Content,Information You Provide,User Participation Data,Research Participation Data,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Contest Entries,User-Generated Content,Information You Provide,User Participation Data,Contest Entries,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Marketing Campaign Participation,User-Generated Content,Information You Provide,User Participation Data,Marketing Campaign Participation,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Proof of Identity,Personally Identifiable Information,Information You Provide,Identification Documents,Proof of identity,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Proof of Age,Personally Identifiable Information,Information You Provide,Identification Documents,Proof of age,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Feedback or Inquiries,Communication Data,Information You Provide,Support and Feedback,Feedback or inquiries about your use of the Platform,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Information about Possible Violations,Communication Data,Information You Provide,Support and Feedback,Information about possible violations of our Terms,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Form Data,User-Generated Content,Information You Provide,User Participation Data,Form Data,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Device Model,Device and Technical Information,Automatically Collected Information,Device Information,Device model,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Operating System,Device and Technical Information,Automatically Collected Information,Device Information,Operating system,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Keystroke Patterns or Rhythms,Device and Technical Information,Automatically Collected Information,Technical Diagnostics,Keystroke patterns or rhythms,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,IP Address,Device and Technical Information,Automatically Collected Information,Network Information,IP address,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,System Language,Device and Technical Information,Automatically Collected Information,Device Information,System language,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Crash Reports,Device and Technical Information,Automatically Collected Information,Technical Diagnostics,Crash reports,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Performance Logs,Device and Technical Information,Automatically Collected Information,Technical Diagnostics,Performance logs,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Device ID,Device and Technical Information,Automatically Collected Information,Automatically Assigned Identifiers,Device ID,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,User ID,Device and Technical Information,Automatically Collected Information,Automatically Assigned Identifiers,User ID,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Approximate Location (SIM and IP),Location Data,Automatically Collected Information,Approximate Location,Based on SIM card and IP address,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Approximate Location (Device),Location Data,Automatically Collected Information,Approximate Location,From device location services,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Content Viewed,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Content viewed,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Duration of Use,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Duration of your use,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Frequency of Use,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Frequency of your use,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Engagement with Other Users,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Your engagement with other users,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Search History,Usage and Interaction Data,Automatically Collected Information,Search and Activity History,Your search history,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Settings,Usage and Interaction Data,Automatically Collected Information,Settings and Preferences,Your settings,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Objects and Scenery Recognition,Inferred and Analytical Data,Automatically Collected Information,Content Analysis,Objects and scenery in media,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Face or Body Part Detection,Inferred and Analytical Data,Automatically Collected Information,Content Analysis,Existence or location of face or other body parts,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Speech-to-Text Transcriptions,Inferred and Analytical Data,Automatically Collected Information,Content Analysis,Text of words spoken in your User Content,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Inferred Age-Range,Inferred and Analytical Data,Automatically Collected Information,Inferred Attributes,Inferred age-range,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Inferred Gender,Inferred and Analytical Data,Automatically Collected Information,Inferred Attributes,Inferred gender,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Interests and Preferences,Inferred and Analytical Data,Automatically Collected Information,Inferred Attributes,Interests and preferences,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Cookie Identifiers,Cookies and Tracking Technologies,Automatically Collected Information,Cookie Data,Cookie identifiers,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Session Tokens,Cookies and Tracking Technologies,Automatically Collected Information,Cookie Data,Session tokens,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Web Beacons,Cookies and Tracking Technologies,Automatically Collected Information,Tracking Information,Web beacons,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Pixel Tags,Cookies and Tracking Technologies,Automatically Collected Information,Tracking Information,Pixel tags,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Activities on Other Websites and Apps,Third-Party and External Data,Information From Other Sources,Data from Advertising and Analytics Partners,Activities on other websites and apps,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Products or Services Purchased Elsewhere,Third-Party and External Data,Information From Other Sources,Data from Advertising and Analytics Partners,Products or services you purchased elsewhere,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Mobile Identifiers for Advertising,Third-Party and External Data,Information From Other Sources,Data from Advertising and Analytics Partners,Mobile identifiers for advertising,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Hashed Email Addresses,Third-Party and External Data,Information From Other Sources,Data from Advertising and Analytics Partners,Hashed email addresses,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Hashed Phone Numbers,Third-Party and External Data,Information From Other Sources,Data from Advertising and Analytics Partners,Hashed phone numbers,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Cookie Identifiers (Third Parties),Third-Party and External Data,Information From Other Sources,Data from Advertising and Analytics Partners,Cookie identifiers from third parties,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Payment Confirmation Details,Third-Party and External Data,Information From Other Sources,Data from Merchants and Service Providers,Payment confirmation details,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Delivery Information (from Merchants),Third-Party and External Data,Information From Other Sources,Data from Merchants and Service Providers,Delivery information from merchants,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Email Address from Third Parties,Third-Party and External Data,Information From Other Sources,Data from Third-Party Platforms,Email address from third party platforms,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,User ID from Third Parties,Third-Party and External Data,Information From Other Sources,Data from Third-Party Platforms,User ID from third party platforms,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Public Profile from Third Parties,Third-Party and External Data,Information From Other Sources,Data from Third-Party Platforms,Public profile from third party platforms,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Contact Information Synced by Others,Contact Information,Information From Other Sources,Contacts Provided by Others,Your contact information synced by other users,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Data from TikTok Developer Tools Integrations,Third-Party and External Data,Information From Other Sources,Data from Third-Party Platforms,Information from interactions with third party services that integrate TikTok Developer Tools,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Safety and Content Moderation Data,Third-Party and External Data,Information From Other Sources,Data from Third-Party Platforms,Safety and Content Moderation Data,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Publicly Available Information,Third-Party and External Data,Information From Other Sources,Data from Public and External Sources,Publicly available information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Data from Government Authorities,Third-Party and External Data,Information From Other Sources,Data from Public and External Sources,Data from government authorities,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Data from Professional Organisations,Third-Party and External Data,Information From Other Sources,Data from Public and External Sources,Data from professional organisations,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Data from Charity Groups,Third-Party and External Data,Information From Other Sources,Data from Public and External Sources,Data from charity groups,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Mentions in Content,Third-Party and External Data,Information From Other Sources,Mentions in Content,Information about you in other users' content or messages,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Users and the Public,Date of Birth,Personally Identifiable Information,Information You Provide,Basic Personal Details,Date of Birth,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Email Address,Personally Identifiable Information,Information You Provide,Basic Personal Details,Email Address,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Telephone Number,Personally Identifiable Information,Information You Provide,Basic Personal Details,Telephone Number,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Username,Personally Identifiable Information,Information You Provide,Basic Personal Details,Username,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Password,Personally Identifiable Information,Information You Provide,Basic Personal Details,Password,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Profile Photo,Personally Identifiable Information,Information You Provide,Profile Information,Profile Photo,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Profile Bio,Personally Identifiable Information,Information You Provide,Profile Information,Profile Bio,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Photographs,User-Generated Content,Information You Provide,Media Content,Photographs,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Videos,User-Generated Content,Information You Provide,Media Content,Videos,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Audio Recordings,User-Generated Content,Information You Provide,Media Content,Audio Recordings,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Livestreams,User-Generated Content,Information You Provide,Media Content,Livestreams,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Comments,User-Generated Content,Information You Provide,Textual Content,Comments,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Hashtags,User-Generated Content,Information You Provide,Textual Content,Hashtags,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Feedback,User-Generated Content,Information You Provide,Textual Content,Feedback,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Reviews,User-Generated Content,Information You Provide,Textual Content,Reviews,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Text from Clipboard,User-Generated Content,Information You Provide,Clipboard Content,Text,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Images from Clipboard,User-Generated Content,Information You Provide,Clipboard Content,Images,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Videos from Clipboard,User-Generated Content,Information You Provide,Clipboard Content,Videos,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Creation Time and Date,User-Generated Content,Information You Provide,Content Metadata,Creation Time and Date,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Location of Content Creation,User-Generated Content,Information You Provide,Content Metadata,Location of Content Creation,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Creator Identity,User-Generated Content,Information You Provide,Content Metadata,Creator Identity,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Date of Birth,Personally Identifiable Information,Information You Provide,Basic Personal Details,Date of Birth,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Email Address,Personally Identifiable Information,Information You Provide,Basic Personal Details,Email Address,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Telephone Number,Personally Identifiable Information,Information You Provide,Basic Personal Details,Telephone Number,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Username,Personally Identifiable Information,Information You Provide,Basic Personal Details,Username,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Password,Personally Identifiable Information,Information You Provide,Basic Personal Details,Password,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Profile Photo,Personally Identifiable Information,Information You Provide,Profile Information,Profile Photo,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Profile Bio,Personally Identifiable Information,Information You Provide,Profile Information,Profile Bio,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Photographs,User-Generated Content,Information You Provide,Media Content,Photographs,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Videos,User-Generated Content,Information You Provide,Media Content,Videos,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Audio Recordings,User-Generated Content,Information You Provide,Media Content,Audio Recordings,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Livestreams,User-Generated Content,Information You Provide,Media Content,Livestreams,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Comments,User-Generated Content,Information You Provide,Textual Content,Comments,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Hashtags,User-Generated Content,Information You Provide,Textual Content,Hashtags,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Feedback,User-Generated Content,Information You Provide,Textual Content,Feedback,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Reviews,User-Generated Content,Information You Provide,Textual Content,Reviews,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Text from Clipboard,User-Generated Content,Information You Provide,Clipboard Content,Text,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Images from Clipboard,User-Generated Content,Information You Provide,Clipboard Content,Images,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Videos from Clipboard,User-Generated Content,Information You Provide,Clipboard Content,Videos,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Creation Time and Date,User-Generated Content,Information You Provide,Content Metadata,Creation Time and Date,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Location of Content Creation,User-Generated Content,Information You Provide,Content Metadata,Location of Content Creation,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Creator Identity,User-Generated Content,Information You Provide,Content Metadata,Creator Identity,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Content Viewed,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Content Viewed,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Duration and Frequency of Use,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Duration and Frequency of Use,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Interactions with Other Users,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,Interactions with Other Users,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Search Queries,Usage and Interaction Data,Automatically Collected Information,Search and Activity History,Search Queries,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Browsing History,Usage and Interaction Data,Automatically Collected Information,Search and Activity History,Browsing History,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Language Preferences,Usage and Interaction Data,Automatically Collected Information,Settings and Preferences,Language Preferences,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Notification Settings,Usage and Interaction Data,Automatically Collected Information,Settings and Preferences,Notification Settings,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
"Search Engines, Content Aggregators, and News Sites",Date of Birth,Personally Identifiable Information,Information You Provide,Basic Personal Details,Date of Birth,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Email Address,Personally Identifiable Information,Information You Provide,Basic Personal Details,Email Address,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Telephone Number,Personally Identifiable Information,Information You Provide,Basic Personal Details,Telephone Number,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Username,Personally Identifiable Information,Information You Provide,Basic Personal Details,Username,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Password,Personally Identifiable Information,Information You Provide,Basic Personal Details,Password,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Profile Photo,Personally Identifiable Information,Information You Provide,Profile Information,Profile Photo,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Profile Bio,Personally Identifiable Information,Information You Provide,Profile Information,Profile Bio,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Photographs,User-Generated Content,Information You Provide,Media Content,Photographs,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Videos,User-Generated Content,Information You Provide,Media Content,Videos,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
