Source,Target,Subcategory,Category,Kind,Text
Entities within our corporate group,Contest Entries,User Participation Data,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Marketing Campaign Participation,User Participation Data,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Proof of Identity,Identification Documents,Personally Identifiable Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Proof of Age,Identification Documents,Personally Identifiable Information,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Feedback or Inquiries,Support and Feedback,Communication Data,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Information about Possible Violations,Support and Feedback,Communication Data,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Form Data,User Participation Data,User-Generated Content,Information You Provide,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Device Model,Device Information,Device and Technical Information,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Operating System,Device Information,Device and Technical Information,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Keystroke Patterns or Rhythms,Technical Diagnostics,Device and Technical Information,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,IP Address,Network Information,Device and Technical Information,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,System Language,Device Information,Device and Technical Information,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Crash Reports,Technical Diagnostics,Device and Technical Information,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Performance Logs,Technical Diagnostics,Device and Technical Information,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Device ID,Automatically Assigned Identifiers,Device and Technical Information,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,User ID,Automatically Assigned Identifiers,Device and Technical Information,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Approximate Location (SIM and IP),Approximate Location,Location Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Approximate Location (Device),Approximate Location,Location Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Content Viewed,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Duration of Use,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Frequency of Use,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Engagement with Other Users,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Search History,Search and Activity History,Usage and Interaction Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Settings,Settings and Preferences,Usage and Interaction Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Objects and Scenery Recognition,Content Analysis,Inferred and Analytical Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Face or Body Part Detection,Content Analysis,Inferred and Analytical Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Speech-to-Text Transcriptions,Content Analysis,Inferred and Analytical Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Inferred Age-Range,Inferred Attributes,Inferred and Analytical Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Inferred Gender,Inferred Attributes,Inferred and Analytical Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Interests and Preferences,Inferred Attributes,Inferred and Analytical Data,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Cookie Identifiers,Cookie Data,Cookies and Tracking Technologies,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Session Tokens,Cookie Data,Cookies and Tracking Technologies,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Web Beacons,Tracking Information,Cookies and Tracking Technologies,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Pixel Tags,Tracking Information,Cookies and Tracking Technologies,Automatically Collected Information,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Activities on Other Websites and Apps,Data from Advertising and Analytics Partners,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Products or Services Purchased Elsewhere,Data from Advertising and Analytics Partners,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Mobile Identifiers for Advertising,Data from Advertising and Analytics Partners,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Hashed Email Addresses,Data from Advertising and Analytics Partners,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Hashed Phone Numbers,Data from Advertising and Analytics Partners,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Cookie Identifiers (Third Parties),Data from Advertising and Analytics Partners,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Payment Confirmation Details,Data from Merchants and Service Providers,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Delivery Information (from Merchants),Data from Merchants and Service Providers,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Email Address from Third Parties,Data from Third-Party Platforms,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,User ID from Third Parties,Data from Third-Party Platforms,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Public Profile from Third Parties,Data from Third-Party Platforms,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Contact Information Synced by Others,Contacts Provided by Others,Contact Information,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Data from TikTok Developer Tools Integrations,Data from Third-Party Platforms,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Safety and Content Moderation Data,Data from Third-Party Platforms,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Publicly Available Information,Data from Public and External Sources,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Data from Government Authorities,Data from Public and External Sources,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Data from Professional Organisations,Data from Public and External Sources,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Data from Charity Groups,Data from Public and External Sources,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Entities within our corporate group,Mentions in Content,Mentions in Content,Third-Party and External Data,Information From Other Sources,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Users and the Public,Date of Birth,Basic Personal Details,Personally Identifiable Information,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Email Address,Basic Personal Details,Personally Identifiable Information,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Telephone Number,Basic Personal Details,Personally Identifiable Information,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Username,Basic Personal Details,Personally Identifiable Information,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Password,Basic Personal Details,Personally Identifiable Information,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Profile Photo,Profile Information,Personally Identifiable Information,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Profile Bio,Profile Information,Personally Identifiable Information,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Photographs,Media Content,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Videos,Media Content,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Audio Recordings,Media Content,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Livestreams,Media Content,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Comments,Textual Content,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Hashtags,Textual Content,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Feedback,Textual Content,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Reviews,Textual Content,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Text from Clipboard,Clipboard Content,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Images from Clipboard,Clipboard Content,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Videos from Clipboard,Clipboard Content,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Creation Time and Date,Content Metadata,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Location of Content Creation,Content Metadata,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Creator Identity,Content Metadata,User-Generated Content,Information You Provide,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Date of Birth,Basic Personal Details,Personally Identifiable Information,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Email Address,Basic Personal Details,Personally Identifiable Information,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Telephone Number,Basic Personal Details,Personally Identifiable Information,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Username,Basic Personal Details,Personally Identifiable Information,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Password,Basic Personal Details,Personally Identifiable Information,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Profile Photo,Profile Information,Personally Identifiable Information,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Profile Bio,Profile Information,Personally Identifiable Information,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Photographs,Media Content,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Videos,Media Content,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Audio Recordings,Media Content,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Livestreams,Media Content,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Comments,Textual Content,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Hashtags,Textual Content,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Feedback,Textual Content,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Reviews,Textual Content,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Text from Clipboard,Clipboard Content,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Images from Clipboard,Clipboard Content,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Videos from Clipboard,Clipboard Content,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Creation Time and Date,Content Metadata,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Location of Content Creation,Content Metadata,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Creator Identity,Content Metadata,User-Generated Content,Information You Provide,"For example, if you have a public account and have not restricted the visibility of your posts individually, your Profile Information and User Content can be viewed or shared by anyone on or off the Platform, whether or not they have a TikTok account."
Users and the Public,Content Viewed,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Duration and Frequency of Use,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Interactions with Other Users,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Search Queries,Search and Activity History,Usage and Interaction Data,Automatically Collected Information,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Browsing History,Search and Activity History,Usage and Interaction Data,Automatically Collected Information,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Language Preferences,Settings and Preferences,Usage and Interaction Data,Automatically Collected Information,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
Users and the Public,Notification Settings,Settings and Preferences,Usage and Interaction Data,Automatically Collected Information,"Based on your privacy settings, your information, including your Profile Information, User Content, and Usage Information may be visible to other users and the public."
"Search Engines, Content Aggregators, and News Sites",Date of Birth,Basic Personal Details,Personally Identifiable Information,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Email Address,Basic Personal Details,Personally Identifiable Information,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Telephone Number,Basic Personal Details,Personally Identifiable Information,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Username,Basic Personal Details,Personally Identifiable Information,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Password,Basic Personal Details,Personally Identifiable Information,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Profile Photo,Profile Information,Personally Identifiable Information,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Profile Bio,Profile Information,Personally Identifiable Information,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Photographs,Media Content,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Videos,Media Content,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Audio Recordings,Media Content,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Livestreams,Media Content,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Comments,Textual Content,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Hashtags,Textual Content,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Feedback,Textual Content,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Reviews,Textual Content,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Text from Clipboard,Clipboard Content,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Images from Clipboard,Clipboard Content,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Videos from Clipboard,Clipboard Content,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Creation Time and Date,Content Metadata,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Location of Content Creation,Content Metadata,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Creator Identity,Content Metadata,User-Generated Content,Information You Provide,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
Researchers,Ambiguous or Non-specified Data,All Data,Ambiguous or Non-specified Data,All Data,We share your information with independent researchers to facilitate research that meets certain criteria.
Researchers,Ambiguous or Non-specified Data,All Data,Ambiguous or Non-specified Data,All Data,"We may access, preserve, and share the information described in What Information We Collect with law enforcement agencies, public authorities, researchers, copyright holders, or other third parties if we have good faith belief that it is necessary to"
Corporate Transaction Parties,Ambiguous or Non-specified Data,All Data,Ambiguous or Non-specified Data,All Data,Your information may be disclosed to third parties in connection with a corporate transaction.
"Law Enforcement Agencies, or Other Third Parties",Ambiguous or Non-specified Data,All Data,Ambiguous or Non-specified Data,All Data,"We may access, preserve, and share the information described in What Information We Collect with law enforcement agencies, public authorities, researchers, copyright holders, or other third parties if we have good faith belief that it is necessary to"
Public Authorities,Ambiguous or Non-specified Data,All Data,Ambiguous or Non-specified Data,All Data,"We may access, preserve, and share the information described in What Information We Collect with law enforcement agencies, public authorities, researchers, copyright holders, or other third parties if we have good faith belief that it is necessary to"
Copyright Holders,Ambiguous or Non-specified Data,All Data,Ambiguous or Non-specified Data,All Data,"We may access, preserve, and share the information described in What Information We Collect with law enforcement agencies, public authorities, researchers, copyright holders, or other third parties if we have good faith belief that it is necessary to"
Other Third Parties,Ambiguous or Non-specified Data,All Data,Ambiguous or Non-specified Data,All Data,"We may access, preserve, and share the information described in What Information We Collect with law enforcement agencies, public authorities, researchers, copyright holders, or other third parties if we have good faith belief that it is necessary to"
Advertisers,Ambiguous or Non-specified Data,All Data,Ambiguous or Non-specified Data,All Data,We share your information directly with advertisers where you give us your permission
